re : pound sterling economic analysis 30 august 2000,0.3509
re : research meeting,0.8036
research meeting,0.7623
re : actions on anjam ' s resignation,0.1908
interview,0.72
fw : opportunities,0.569
re : fw : opportunities,0.7463
re : trying to find fat tails,0.7537
weather article has been approved - - need to send photos,0.3567
message from anjam s ahmad,0.3481
further actions on anjam ' s departure,0.0757
confirmation of your order,0.2665
year end 2000 performance feedback,0.4832
approval for reviewer,0.3785
re : copper curve,0.5438
metals curves,0.5873
re : get together for dinner,0.0898
re : fw : opportunities,0.611
martin jermakyan,0.167
title,0.6006
mscf speaker series,0.7306
re : fw : opportunities,0.4281
forward oil prices,0.428
re : enron case study,0.0508
re : grant / anjam,0.9093
bad supervisor : me !,0.8384
performance,0.5213
performance,0.0715
re : amitava is diverted,0.1953
re : copper curve,0.4665
re : copper curve,0.8731
re : scifinance,0.3565
re : powerisk 2000 followup in re weatherdelta,0.5571
re : meeting with you last week ?,0.3515
re : jcc,0.3605
re : forward oil prices,0.8192
"enron , case study at nordic business schools",0.9302
jcc,0.4675
year end 2000 performance feedback,0.589
approval for reviewer,0.735
prc meeting,0.1797
lunch conversation,0.2797
"re : resume ,",0.1559
re : uc - berkeley graduate student,0.6537
"re : resume ,",0.6599
re : uc - berkeley graduate student,0.3885
mscf speaker series,0.0672
re : mscf speaker series,0.6893
re : ewrm outline,0.2643
re : check,0.9078
re : check,0.2352
re : houston trip,0.4348
check,0.2112
request submitted : access request for mark . breese @ enron . com,0.7975
credit exposure model,0.4483
xms memo,0.2413
approval for reviewer,0.0952
approval for reviewer,0.5501
"interviews for gary hickerson - wednesday , november 1 , 2000",0.6468
kin tso - ut candidate for direct hire,0.3163
re : enron case study,0.6994
approval is overdue : access request for grace . kim @ enron . com,0.3103
approval is overdue : access request for mark . breese @ enron . com,0.299
re : weatherdelta demonstration scheduling,0.8388
credit exposure model,0.108
re : my son,0.2259
re : my son,0.0457
alliance info alert : ferc report on western markets,0.5588
price caps,0.4862
the ferc staff report on western markets and the causes of the,0.2227
year end 2000 performance feedback,0.7193
london visit,0.0405
thank you for the opportunity,0.6781
re : interview with the enron research group,0.121
"interviews scheduled for monday , november 6 th ( gary hickerson ' s",0.8995
re : meet during cmu visit ?,0.8341
re : gsia visit,0.1941
re : mscf speaker series,0.6601
re : check,0.1759
re : check,0.5377
re : kenneth parkhill,0.0836
todd kimberlain,0.3338
re : jaesoo lew,0.3294
london exotica library migration,0.2901
tim hiezenrader,0.8603
re : research allocation,0.514
re : research allocation,0.1113
reactions november is now live on - line,0.5667
reactions password reminder,0.9272
year end 2000 performance feedback,0.8624
approval for reviewer,0.8886
year end 2000 performance feedback,0.3867
interview follow up from susan v . gonzalez,0.1246
jaesoo lew,0.3818
change of role,0.5751
fw : notes for var course,0.4222
re : action learning project and enron tour,0.8927
re : mscf speaker series,0.5257
spring 2001 energy finance conference participation,0.406
hurricane warning derivatives,0.9336
good news on endorsements,0.8992
review and starting on october 2,0.3782
request submitted : access request for tony . harris @ enron . com,0.8502
request submitted : access request for tony . harris @ enron . com,0.15
re : dale nesbitt meeting tues,0.328
re : dale nesbitt meeting tues,0.0434
weather delta demonstration meeting,0.7522
re : digitals,0.8712
power crisis in the west,0.9343
christmas baskets,0.8209
new listing,0.6141
confirmation of your order,0.8416
year end 2000 performance feedback,0.9045
re : action learning project and enron tour,0.7376
wharton program for business journalists,0.7843
re : weatherdelta demonstration scheduling,0.4123
interviewing for the associate and analyst programs,0.3327
"mark ,",0.1961
ethylene margin collar model,0.4817
re : power crisis in the west,0.6393
year end 2000 performance feedback,0.9688
meeting with dale nesbitt - altos management partners,0.7119
re : amitava ' s visit,0.7621
re : insurance derivs,0.6767
re : in confidence,0.3102
sharad ' s houston visit,0.6099
interview - thomas barkley 11 / 9 / 00,0.8143
re : enron case study update,0.7346
background information,0.27
re : enron case study update,0.0766
re : recruiting,0.4417
re : your visit to carnegie mellon,0.6044
re : your visit to enron,0.492
re : your visit to enron,0.242
re : thank you !,0.2754
re : carnegie mellon,0.4287
re : spring 2001 energy finance conference participation,0.8682
pro opticus,0.5967
re : pro opticus,0.1919
reactions website,0.421
re : avistar training,0.6952
re : meeting tuesday,0.4369
ethylene margin collar simulation model,0.3107
e - mail and voicemail retention policy,0.138
associate & analyst super saturday friday night dinner,0.9149
risk assessment,0.6431
natural gas storage research,0.5801
contstraints on the shape of a smile,0.4008
cera conference call : mexican energy in transition - - update - cera,0.2421
cera conference call : ferc ' s order for california market : bold,0.6469
year end 2000 performance feedback,0.5844
year end 2000 performance feedback,0.5717
note from maureen,0.7839
re : thanks,0.3948
rodrigo lamas - best wishes,0.9675
re : meeting nov 8 th,0.2691
re : your visit to enron,0.9598
re : recruiting,0.523
re : enron case study update,0.1204
re : dinner with your training colleague 11 / 15 ?,0.457
re : background information,0.96
fyi,0.9299
christmas list,0.6677
pro opticus,0.6089
organizational changes,0.1999
super saturday participation and off - cycle interview request,0.6663
3 - d seismic data and oil trading,0.0026
alliance ferc alert - regional market reports,0.8015
re : ashley baxter - review,0.6158
dram trading authority,0.2205
re : invitation to present at risk ' s advanced stress testing course,0.6241
re : enron tiger kick off,0.9068
re : background information,0.4744
lunch presentation,0.8295
re : christmas list,0.1491
2001 group expenses,0.1897
alliance info alert - ferc reporting,0.0822
year end 2000 performance feedback,0.7865
thursday instead friday,0.8105
re : dram trading authority,0.8134
technical writer position,0.0817
resume : dipak agarwallah ph . d . econ .,0.4437
webi proposal,0.8233
precious metals var,0.5915
fw : aram g . sogomonian,0.9628
re : forward oil prices,0.843
latest update on bp margin collar deal,0.9285
re : enron case studies,0.2661
cera conference call and web presentation : winter weather,0.3444
year end 2000 performance feedback,0.4229
re : var for enroncredit . com,0.1786
harvard business school pub order confirmation,0.8806
order confirmation,0.3216
final version of the presentation,0.8322
var for enroncredit . com,0.3004
"re : looking for "" fat tails "" in time - series for ngi - socal",0.3722
re : offer,0.2758
hiring at a vp level,0.738
hiring aram at a vp level,0.494
christmas baskets,0.292
re : charles shen,0.9678
re :,0.9211
re : site license for power world,0.3333
site license for power world,0.0701
re : var for enroncredit . com,0.4491
lacima energy and weather derivatives courses by clewlow and,0.8266
"vince ,",0.961
"re : looking for "" fat tails "" in time - series for ngi - socal",0.1995
re : enron case studies,0.2085
re : attend pserc seminar on 11 / 30 and 12 / 1,0.8261
year end 2000 performance feedback,0.6333
year end 2000 performance feedback,0.476
fyi : ferc staff report on investigation of bulk power markets,0.3562
"vince ,",0.5559
re :,0.2507
summer internship,0.0324
re : lacima energy and weather derivatives courses by clewlow and,0.6383
calendars and reviews,0.2128
marketpoint license agreement,0.9041
request for historical curve information,0.1911
pserc iab meeting,0.1849
my accomplishment,0.7604
re : the next newsletter,0.332
re : summer internship,0.0841
summer internship,0.2199
re : seeking opportunity in computational finance,0.4391
seeking opportunity in computational finance,0.6444
re : spring 2001 conference participation by jeffrey k . skilling,0.719
re : vacation,0.5539
confirmation of your order,0.7933
re : request for historical curve information,0.5543
anonymous reporting facilities,0.7655
ameriflash newsletter,0.0356
"speech by chairman pat wood of puct - ctaee meeting - nov . 29 , 2000",0.6627
year end 2000 performance feedback,0.6136
year end 2000 feedback deadline,0.6246
tage resume submittal,0.6804
"f / u from iris mack , mba / phd to enron",0.5263
re : summer internship,0.2294
good morning,0.9692
2001 budget for research,0.9522
request submitted : access request for maureen . raymond @ enron . com,0.6551
request submitted : access request for mraymon @ enron . com,0.3166
holiday invitation,0.5275
"20 th annual ceraweek - "" shooting the rapids : strategies and risks",0.6931
carnegie mellon recruiting,0.3172
hr deadlines and action items,0.5186
confirmation of your order,0.4845
your approval is overdue : access request for mraymon @ enron . com,0.8824
eol wti maket maker simulation model,0.6754
transmission roundtable,0.026
mba career opportunity,0.5679
meeting at wharton,0.816
re : smoothing methodology for extracting forward forward,0.8899
"re krishnarao , pinnamaneni v review",0.3737
alp proposal,0.9433
eol wti maket maker simulation model,0.8188
proposal,0.6732
re : pserc iab - who we are,0.2108
mit financial engineering pro - seminar,0.1712
forwarded email,0.8803
recruiting,0.1248
re : carnegie mellon recruiting,0.1286
hotel for the wharton trip,0.1416
the inn at penn,0.1065
gone tuesday,0.1806
re : holidays and vacations,0.906
christmas vacation,0.7766
re : file cabinet for mike roberts,0.4938
file cabinet for mike roberts,0.3169
"personal time on tuesday , nov . 21 , 2000",0.0793
christmas baskets,0.5745
re : d - g energy,0.1992
request submitted : access request for stewart . range @ enron . com,0.3475
request submitted : access request for stewart . range @ enron . com,0.0875
site license for power world,0.6773
request submitted : access request for mraymon @ enron . com,0.0978
re : information,0.1175
information,0.3457
re : new risk management book,0.1053
feedback forms,0.6793
research prc next steps,0.7783
in confidence : prc summary,0.8845
re : mba career opportunity,0.1689
iris m . mack,0.8381
re : f / u to dr . kaminski @ enron from iris mack,0.5173
re : f / u to dr . kaminski @ enron from iris mack,0.0517
re : tage resume submittal,0.8364
job description,0.4283
re : greetings,0.1031
mba career opportunity,0.1025
phone interview,0.7135
hello vince,0.4034
"visit to wharton , december 6",0.3544
re : hotel for the wharton trip,0.8661
phone interview,0.3383
re : digitals,0.6406
re : 2001 budget for research,0.2024
re : letter to nesbitt,0.9263
letter to nesbitt,0.8024
the equipment you ordered is in stock .,0.5551
re : enron exotica options library,0.2527
backwardation hedge strategy,0.8491
happy thanksgiving !,0.5253
re : visit to houston,0.3764
re : information,0.5263
re : evaluation for barbara pierce,0.2899
proposal submission,0.4554
re : december 6 th meeting,0.1397
re : hotel for the wharton trip,0.3699
december 6 th meeting,0.7374
re : maureen raymond - castaneda extension,0.3841
maureen,0.7437
re : approval is overdue : access request for stewart . range @ enron . com,0.702
re : f / u to dr . kaminski @ enron from iris mack,0.0017
re : f / u to dr . kaminski @ enron from iris mack,0.3941
tage resume submittal,0.94
transmission roundtable meeting,0.4178
thanks,0.3973
re : enron exotica options library,0.5961
re : houston visit,0.7546
re : houston visit,0.4119
arthur andersen model validation request,0.5646
alex tartakovski,0.6395
re : f / u to dr . kaminski @ enron from iris mack,0.6613
re : f / u to dr . kaminski @ enron from iris mack,0.5541
re : f / u to dr . kaminski @ enron from iris mack,0.4287
preliminary interviews with the research group,0.5168
telephone interview with the enron research group,0.894
course outlines,0.2207
re : charles shen,0.9547
re : american express charges,0.7939
re : marketpoint license agreement,0.173
re : marketpoint license agreement,0.4912
the installation of the equipment you ordered is completed,0.2515
the delivery of the equipment you ordered is scheduled .,0.5043
re : garp,0.4382
re : information,0.6116
re : houston visit,0.9946
interview schedule for alex tartakouski,0.4965
re : telephone interview with the enron corp . research group,0.9195
re : telephone interview with the enron corp . research group,0.7198
mit phone interview - zachary inman,0.6838
re : telephone interview with the enron research group,0.0972
re :,0.1594
re : 2001 fma european conference,0.3422
re : mit financial engineering pro - seminar,0.3473
re : thanksgiving staff meeting,0.0581
test project proposal,0.9164
"gentlemen ,",0.3161
market maker simulation v . 2,0.0576
friday night dinner itinerary,0.0004
dec 2 super saturday friday and saturday participation,0.0178
2 nd message - re : dec 2 super saturday interviewer confirmation,0.3556
announcing the third annual texas finance festival,0.5021
re : updated message - preliminary rankings,0.11
reminder for dinner on saturday dec 2 nd,0.121
re : houston visit,0.6023
re : telephone interview with the enron research group,0.2721
re : telephone interview with the enron corp . research group,0.8038
re : telephone interview with the enron corp . research group,0.4334
re : telephone interview with the enron research group,0.6896
re : resume,0.6777
interview with enron,0.8134
re : 2001 fma european conference,0.8491
re : enron tiger dinner,0.4754
re : 2001 fma european conference,0.622
update / event time change,0.0823
updated message - preliminary rankings,0.1232
re : interest in a position,0.4835
re : software,0.4947
re : subscription renewal,0.9287
re : d - g energy,0.1
re : d - g energy,0.4085
projects list,0.6114
update on project x,0.7667
organisational change,0.6603
re : greetings,0.2022
thank you,0.7782
jason sokolov ' s removal from ted murphy ' s cost center,0.9569
re : update / event time change,0.4238
re : project tracking database access,0.9638
wti maket maker simulation model,0.7235
re : compound model for reedy creek,0.7421
re : garp credit derivatives discussion group,0.6825
re : paper - request ( informs meeting in san antonio ),0.1346
re : garp credit derivatives discussion group,0.2529
a classic,0.1705
career opportunity,0.2602
re : interview with enron,0.2388
wharton trip,0.493
enron / globe,0.9184
re : vacation,0.043
proj . x analytics diligence,0.921
re : for your approval,0.4813
grep for windows .,0.9413
re : for your approval,0.8417
bio ' s,0.9298
"vince ,",0.3626
enron wholesale services legal department,0.8943
capa 2000 conference,0.4353
december 11 prc meeting,0.7361
"re : reprint available "" alliance gas pipeline :",0.1665
rice / eron finance seminar series,0.9846
operational risk iconference,0.4667
re : my involvement in leadership fort worth,0.2845
iafe membership,0.1865
charles shen,0.0059
fwd : our conversation today,0.1433
fwd : our conversation today,0.3701
re : interview schedule for iris mack,0.4143
"re : looking for someone who has experience in finance , math ,",0.498
faculty information sheet,0.3118
vince kaminski,0.3012
re : brown bag,0.9583
re : yana kristal ' s rotation,0.4124
re : christmas basket list,0.8098
derivative classes,0.2281
wti trading simulation model - presentation,0.5124
re : seminar on beyond ols,0.679
pserc denver meeting,0.1623
super saturday - dinner participation not needed,0.4954
"december 11 , 2000 ews prc meeting",0.813
re : implementation of smothing algorithm for forward forward,0.7282
iafe membership,0.8745
iafe membership,0.0829
re : corporate allocation from enron research group,0.6117
enron contact info,0.2232
re : good morning,0.6981
re : developing my electricity model at enron,0.5642
re : suggestion : implementing var based on non - normal log - returns,0.3261
agenda for houston visit,0.6603
research prc,0.2215
re : christmas basket list,0.4099
re : corporate allocation from enron research group,0.7418
user id and password update,0.2503
confirmation of your order,0.9586
re : from larry roberts,0.3723
re : genetic programming,0.4293
paper,0.7351
"vince ,",0.2134
re : enron contact info,0.5127
re : enron contact info,0.8286
fyi,0.8651
re : christmas basket list,0.3438
stephen bennett,0.7301
stephen bennett,0.4761
esource presents esearch,0.085
chonawee supatgiat / corp / enron is out of the office .,0.0764
fwd : eprm article,0.2385
re : seminar on beyond ols,0.3569
multi trigger,0.6457
re : default rates,0.8835
default rates,0.4333
ees t & d interest rate hedge,0.3039
re : a resume - canadian trader,0.912
recommendations,0.3425
improved process for engaging temporary workers,0.7502
december 15 th super saturday friday interview confirmation,0.2875
slides for jeff ' s presentation,0.9536
follow - up meeting on wharton,0.0039
re : double - up swap,0.3684
re : presentation on tuesday,0.9819
adaptive trade,0.1852
re : garp 2001 convention,0.0999
re : greetings from garp,0.5851
informs - maui,0.4073
re : default rates,0.6153
joao neves,0.774
re : documents from iris mack,0.5907
enron projects by team,0.305
re : greetings from baylor university,0.6697
follow - up meeting on wharton,0.6808
re : follow - up meeting on wharton,0.6461
re : fw : eprm article,0.864
re : lacima energy and weather derivatives courses by clewlow and,0.6918
re : invoices,0.4158
stephen bennett,0.375
re : subscriptions,0.2181
re : tanya ' s vacation,0.6467
re : rollover of my vacation days to 2001,0.5801
california on the brink - - cera alert,0.0322
re : houston visit,0.4137
re : follow - up meeting on wharton,0.7044
new research tool - too cool ! ! !,0.81
my visit,0.6126
re : fw : eprm article,0.7005
fw : eprm article,0.7101
my new position,0.2269
re : jeff skilling ' s presentation,0.5832
meeting at 2 : 00 pm friday,0.5695
welcome to the new cera . com !,0.6565
re : garp 2001 convention,0.034
fyi - a new esai report forecasting power prices in eastern markets,0.3494
re : lunch,0.0156
additional info,0.4516
re : update - meteorologist search,0.0094
update - meteorologist search,0.585
carnegie mellon,0.8803
my students,0.799
new consultants added to enron tiger,0.5665
re : working with enron on catastrophic risk,0.0868
re : hdaf seminar topics,0.54
"re : james "" brad "" aimone",0.0343
re :,0.7925
re : prc,0.7415
re : message from grant,0.5309
re : approval is overdue : access request for stewart . range @ enron . com,0.4486
wti models,0.1156
wti trading simulation presentation - combinded,0.0194
wti trading simulation presentation,0.8802
wti model,0.0089
wti simulation presentation - the latest,0.6066
refined products line - - north american markets - cera alert : decem,0.6133
re : uk : reconciling the spreadsheet and risktrac var numbers,0.8354
re : uk power / gas,0.9348
re : grant masson,0.608
a few loose ends,0.4318
the delivery of the equipment you ordered is scheduled .,0.048
just fyi,0.6782
dpc memo,0.3318
re : arthur andersen model validation request,0.3197
re : arthur andersen model validation request,0.1522
research,0.8557
re : dabhol power,0.9859
alliance info alert : richardson and ferc orders,0.1679
my coordinates,0.3393
followup,0.6868
re : lost cell telephone,0.6349
"sheila ,",0.1452
"wti simulation model 30 , 000 bbl / trade",0.8636
carnegie mellon candidates,0.8137
re : iris mack,0.6433
re : iris mack,0.8331
wharton collaborative research,0.8956
houston trip,0.9355
houston trip,0.2988
re : holiday greeting from jerry wind,0.8465
re : wharton dinner 1 / 18 / 01,0.1051
re : thursday visit,0.4358
re : thursday visit,0.8796
re : thursday visit,0.0997
agenda,0.0111
re : agenda for houston visit,0.5962
ebs,0.1256
rollover of my vacation days to 2001,0.149
sandeep kohli,0.5186
new pc with two 128 mb of ram,0.4088
confirmation of your order,0.9115
request submitted : access request for,0.0242
re : 2001 preliminary i / c billing,0.6196
braveheart,0.2169
alliance info alert,0.7735
news : aurora 5 . 2 update,0.3798
re : cusip,0.1372
holiday gift basket,0.8782
holiday gift,0.2905
cusip,0.0365
lunch,0.8248
interview schedule - iris mack,0.587
re :,0.989
interview with the enron research group,0.1038
"wharton trip january 18 , 2001",0.9072
fw : enron contact info,0.5361
latest,0.1831
new documents,0.7871
update on spring conference,0.9483
re : best wishes for the holiday period,0.2061
re : releasing different versions of vatrfacs code,0.6217
re : testing ir & fx var,0.7117
seasonal greetings,0.7439
"re : starting date : jan 8 th , 2001",0.9037
re : tanya ' s vacation,0.4725
today ' s gathering,0.5245
re : update on iris,0.5057
the installation of the equipment you ordered is completed,0.1583
re : new pc with two 128 mb of ram,0.0951
new jcc stuff,0.7864
more jcc,0.7651
jcc study,0.9042
my model for spikes,0.848
"cera monthly oil briefing - cera alert - december 20 , 2000",0.8318
access on the block : international transmission auctions - cera a,0.9596
credit risk update,0.618
happy holidays !,0.8241
weather person for london egm,0.9506
entouch newsletter,0.0103
contact info . during my vacation,0.1492
lance ' s telephone,0.0817
december 22 - srrs decommissioning notification,0.1731
total return swap,0.8002
spvs,0.0521
fw : garp ny - minutes of the credit derivatives meeting - december,0.4093
lng hedging,0.0498
re : lunch,0.1601
vince :,0.877
rac organization changes,0.0319
re : hello,0.6271
re : spring workshop,0.5106
re : invitation . . . welcome new analyst reception,0.3651
re : agenda for houston visit,0.097
re : agenda for houston visit,0.3523
f / up,0.0878
re : your encouragement would be appreciated,0.8103
your encouragement would be appreciated,0.0657
address for recommendations,0.1377
request submitted : access request for amitava . dhar @ enron . com,0.4907
request submitted : access request for amitava . dhar @ enron . com,0.9412
request submitted : access request for amitava . dhar @ enron . com,0.5755
new site ' s url,0.4464
eol wti trading simulation,0.1769
re : my model for spikes,0.5415
correction : interim report to gary hickerson for ag trading,0.1489
interim report to gary hickerson for ag trading,0.711
"henwood ' s 2001 ercot symposium : january 23 , 2001",0.3524
energy & power risk management 2001,0.9892
the garp 2001 convention : gentle reminder,0.5427
re : message from samer takriti,0.5612
f / up,0.2474
wti - new eol product,0.9395
re : stanford project,0.1844
re : greetings,0.8432
2000 expenses,0.2827
contact info,0.4352
( no subject ),0.1866
re : houston trip,0.3074
projects update,0.912
re : eol wti historical trade simulation,0.0144
re : india model,0.5727
wti - new eol product,0.4715
jcc forward curve,0.0533
seasonal factors and curve fitting,0.7782
combinatorial auction - jan 11 mtg background,0.8408
hi vince !,0.063
"if you arrange administrative or clerical temporary employees , this",0.3247
re : lost cell telephone,0.2883
pjm announces basic training program over the internet,0.076
re : hello,0.1135
re : suggestion : implementing var based on non - normal log - returns,0.5255
f / up,0.8515
a few comments,0.1931
merry christmas,0.0947
"re : meeting on feb 8 , 2001",0.5027
eol wti historical trade simulation - more profitable trading,0.9523
"meeting on feb 8 , 2001",0.9851
re : india model,0.454
credit exposure model,0.5284
re : biliana ' s resume,0.4493
investment,0.5268
re : lost cell telephone,0.779
re : ken lay ' s speech,0.5563
re : ken lay ' s speech,0.559
re : ken lay ' s speech,0.277
re : ken lay ' s speech,0.5486
re : followup from iris mack,0.7418
"happy new year , and some new year ' s resolutions",0.0633
research seminar,0.8343
mike roberts,0.5076
allocation schedule,0.3491
today ' s project list,0.4791
fw : afternoon tea with fea,0.243
benchmarking study,0.2857
naphtha hedge for 2001,0.5847
re : creditdotcom projects,0.8082
warning system,0.3628
re : fwd curves,0.4646
"from robert schenck , henwood",0.0167
fwd curves,0.2868
spread option code change,0.0986
option hedging for ees,0.747
the garp convention,0.6579
meeting with petronas,0.9516
re : stanford project,0.6616
reminder,0.3922
re : cross - guarantees,0.062
raptor position reports for 12 / 28 / 00,0.0576
energy conference,0.5777
re : uk portfolios and books setup in risktrac,0.3633
re : uk portfolios and books setup in risktrac,0.5751
re : uk portfolios and books setup in risktrac,0.5149
re : friday brown bag lunch on option pricing,0.4287
friday brown bag lunch on option pricing,0.8141
proposed agenda for january 11 auction meeting,0.81
re : ca for henwood,0.0697
dhabol,0.156
follow - up on captive generation,0.5797
re :,0.2281
henwood stuff and thoughts about valuation,0.152
alliance info alert,0.557
re : my model for spikes,0.8777
"pjml 01 : the basics - january 16 , 2001",0.751
re : my model for spikes,0.4699
re : invitation . . . welcome new analyst reception,0.7573
re : tiger team event,0.3423
re : sorry .,0.2984
authorization,0.1336
re : power plant model,0.7385
re : benchmarking study,0.9506
power plant model,0.5804
analysis of dabhol energy cost,0.3166
"vince / stinson ,",0.2399
meeting requested,0.608
re : meeting requested,0.2935
re : lst chapter of training book,0.5473
re : the consultant ' s model for gary hickerson ' s group,0.2565
re : thanks from enpower,0.6006
outsourcing communication,0.005
re : site license for power world,0.837
re : meeting requested,0.06
greeting from charles,0.5387
west power model,0.7248
power spread option - curve access request,0.4763
new project,0.8171
"re : meeting on feb 8 , 2001",0.3119
ca for henwood engagement,0.6443
iafe update,0.2603
i believe all of you received a request from jeremy blachman to hold the,0.484
calling @ 2 pm me . . . 4 pm you,0.3375
weather person for london egm,0.8696
re : greeting from charles,0.2713
re : action learning project information,0.7118
re : action learning project information,0.6749
spring 2001 module and calendar schedule attached,0.7657
re : fw : pserc nuggets related to market stem,0.044
re : fw : pserc nuggets related to market stem,0.0078
harvard business school - - enron case study - - ' final ' draft,0.5277
ees operational risk,0.1387
re : reminder,0.957
enron europe organisational changes,0.2132
re : grant masson,0.2658
request submitted : access request for anita . dupont @ enron . com,0.6657
request submitted : access request for anita . dupont @ enron . com,0.8645
request submitted : access request for anita . dupont @ enron . com,0.9251
request submitted : access request for anita . dupont @ enron . com,0.3573
request submitted : access request for anita . dupont @ enron . com,0.3091
request submitted : access request for tom . barkley @ enron . com,0.0244
power plant model,0.5049
re : volume ii of the technical corner collection,0.419
the url,0.1085
"everybody ,",0.6247
credit reserve,0.7086
"re : meeting on feb 8 , 2001",0.7117
hc collar valuation - update,0.9336
hc costless collar,0.9807
re :,0.0613
re :,0.7916
continental phone #,0.8024
re : real time var,0.3469
re : order for book,0.6603
re : volume ii of the technical corner collection,0.2409
re : vacation,0.4395
request submitted : access request for,0.9443
request submitted : access request for rakesh . bharati @ enron . com,0.7304
"enron , india database",0.0729
storage model change : commodity delta,0.2377
a colossal and dangerous failure - cera alert,0.3149
extending eu gas guidelines to central and eastern europe - cera,0.8895
fyi : enron = the best,0.877
re : tiger team - wharton participants,0.678
re : tiger team - wharton participants,0.9294
re : uk portfolios and books setup in risktrac,0.1142
re : reminder,0.0593
re : sorry .,0.0877
re : request submitted : access request for,0.2005
re : ca for henwood engagement,0.6894
re : meetings with petronas on february 8 th,0.9308
re : progress,0.1724
meetings with petronas on february 8 th,0.7438
re : costless collar for hanover,0.9846
"re : enron , india database",0.5051
"energy & power risk management 2001 , houston",0.3567
"vince ,",0.3958
fyi : forward,0.4786
as promised molly,0.9636
re : hi vince,0.7956
spring 2001 schematic,0.1836
spring 2001 course schedule,0.055
latest draft,0.9777
entouch newsletter,0.4299
update on energy book,0.8658
sr . director position,0.1157
real option conference,0.7098
henwood team,0.8199
india database,0.5693
a applicable model,0.6056
henwood ' s ercot symposium - registration confirmation,0.1942
request for update,0.1476
asking for advice regarding summer associate position at enron,0.9833
re :,0.5281
asking for advice regarding summer associate position at enron,0.4562
1 candidate and 2 interns,0.8006
( no subject ),0.3953
interview schedule for japan office,0.4228
tiger team,0.0885
managing director and vice president elections,0.0175
please note that the date for the lst meeting is january 16,0.2556
first derivatives class,0.4333
research re - org,0.5492
"hrgovcic , hrvoje",0.407
points for singh meet,0.5433
hi,0.4207
re : i will miss the tuesday staff meeting,0.5175
to basak,0.7471
california power 1 / 15 / 01,0.5398
"hvince , edge effectiveness testing for fas 133",0.5083
collaborative effort,0.6914
re : summer associate position at enron,0.9697
re : qian ( frank ) feng interview with the research group,0.356
re : interview schedule for punit rawal,0.6485
re : qian ( frank ) feng interview with the research group,0.4466
interview schedule for punit rawal,0.3074
spring 2001 academic calendar for the jones graduate school,0.173
re : greetings,0.1751
allocation schedule,0.704
re : book for lacima course attendees,0.9989
prc review,0.2889
interview with the enron corp . research group,0.9759
re : youyi,0.1315
zimin ' s father,0.8224
re : petronas benchmarking visit,0.2088
re : enterprise risk management,0.2812
membership mixer tomorrow - paesanos lounge !,0.6283
re : paula corey ' s birthday,0.7104
interview schedule for jinbaek kim,0.0576
interview schedule for jinbaek kim,0.7001
interview for japan office,0.3436
re : enron cover letter & resume for dave gershenson,0.2391
enron cover letter & resume for dave gershenson,0.6942
re : mgmt 656 ( rice university ),0.7691
re : mgmt 656 ( rice university ),0.368
mgmt 656 ( rice university ),0.3746
jones graduate school course descriptions list for 2000 - 2001,0.3863
california power update 1 / 17 / 01 pt . iii,0.7367
california 1 / 17 / 01 pt . ii,0.5101
california 1 / 17 / 01,0.959
houston trip,0.6262
re : risk model,0.3751
fwd : summer internship - - ph . d . in chicago,0.6956
re : carnegie interviews super friday,0.0735
re : schedule for trip,0.9179
re : energy finance conference participation - feb 22 - 23,0.7654
lng var limit request form,0.7786
new position ( sam smith ),0.7182
re : fed ex from iris,0.5181
re : fed ex from iris,0.8792
re : petronas benchmarking visit,0.3025
re : eol,0.4915
re : ca for henwood engagement,0.5329
re : petronas benchmarking visit,0.1062
moze cie to zainteresuje,0.8279
howard & lawrence for vince,0.4009
1 candidate and 2 interns,0.4846
a resume,0.9863
wharton tiger team agenda,0.0714
vacation carryover,0.5126
re : urgent deadline : rsvp by jan 22 nd : invitation to 2001 energy,0.8062
re : urgent deadline : rsvp by jan 22 nd : invitation to 2001 energy,0.3134
re : urgent deadline : rsvp by jan 22 nd : invitation to 2001 energy,0.1817
charm,0.4447
contract for henwood engagement,0.5013
re : ca for henwood engagement,0.0147
re : ca for henwood engagement,0.3669
from the enron india newsdesk - jan 18 th newsclips,0.4556
riskcenter . com / flatiron group alliance announce garp risk review,0.7017
re : invitation to 2001 energy finance conference - the university,0.4421
"re : zakup ksiazki w wnt - "" inzynieria finanasowa """,0.5
re : fwd : summer internship - - ph . d . in chicago,0.0211
action learning project,0.1799
california power 1 / 19 / 00,0.3622
california power 1 / 19 / 00,0.821
re : merit increases,0.5415
re : transition to research group - an update,0.4214
merit increases,0.75
congestion pricing & forecasting program,0.0118
re : transition to research group - an update,0.3574
iris mack,0.2878
transition to research group - an update,0.5194
latest draft - - comments ?,0.1889
treasury memo,0.0654
tuesday morning meeting first thing ? ? ?,0.6669
demand price elasticities,0.1829
fw : wharton resume submission,0.8854
enron tiger team,0.9488
re : ca for henwood engagement,0.7436
california update 1 / 22 / 01,0.4186
greetings from garp,0.5985
vince kaminski bullet points,0.8384
power 2001,0.177
"forma platnosci z "" inzynierie finansowa """,0.841
good looking guy,0.9593
enron alp,0.2427
wharton fap 2001 webcafe access,0.5901
post visit - enron,0.2139
good morning,0.9715
good morning,0.8383
christie and vince :,0.676
re : transition to research group - an update - anshuman shrivastava,0.684
anshuman shrivastava - visa application,0.2573
